##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	phred25_SRR492407_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	45521342
Sequences flagged as poor quality	0
Sequence length	0-101
%GC	39
>>END_MODULE
>>Per base sequence quality	fail
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	52-53	-0.03798320118052345
1105	54-55	-0.0068552065012426056
1105	56-57	-0.042874482081401766
1105	58-59	-0.1369194098351656
1105	60-61	-0.276104274265478
1105	62-63	-0.34927289212133417
1105	64-65	-0.32214149145954707
1105	66-67	-0.25145578220679
1105	68-69	-0.34119184287705195
1105	70-71	-0.13392875759855016
1105	72-73	-0.0016319641434208165
1105	74-75	0.002883983259373224
1105	76-77	0.13063587408521826
1105	78-79	0.139334540557698
1105	80-81	0.13074645886170444
1105	82-83	0.10409237787261816
1105	84-85	0.14976434720972165
1105	86-87	0.1477162231388327
1105	88-89	0.06195426006798854
1105	90-91	-0.08842293828037384
1105	92-93	-0.04605599416879613
1105	94-95	0.03313221420054191
1105	96-97	-0.17167223591193803
1105	98-99	-0.19050827520722535
1105	100-101	-0.13502010264861752
1106	1	-0.1401412286344268
1106	2	-0.1153307996334405
1106	3	-0.12445578574129712
1106	4	-0.14849887357244285
1106	5	-0.1880418506497108
1106	6	-0.19838722683072518
1106	7	-0.20085865142338832
1106	8	-0.16663766980295946
1106	9	-0.2656691811898284
1106	10-11	-0.1958337465141753
1106	12-13	-0.21134549774031086
1106	14-15	-0.20871486080595503
1106	16-17	-0.2054361584570472
1106	18-19	-0.2736993194277062
1106	20-21	-0.1064063763540446
1106	22-23	-0.07735567194066562
1106	24-25	-0.08423989893565675
1106	26-27	-0.12752994044051036
1106	28-29	-0.14249637711640162
1106	30-31	-0.1739147732116706
1106	32-33	-0.18502182844684967
1106	34-35	-0.17486219313988727
1106	36-37	-0.08942853252018068
1106	38-39	-0.14350245108890647
1106	40-41	-0.16674500180794638
1106	42-43	-0.09306656602351637
1106	44-45	-0.11445901801258884
1106	46-47	-0.11122772776887757
1106	48-49	-0.10344740428691068
1106	50-51	-0.16476405170478614
1106	52-53	-0.1626302084399356
1106	54-55	-0.34980861148737574
1106	56-57	-0.17201448330355618
1106	58-59	-0.22848248958172235
1106	60-61	-0.21014505278110107
1106	62-63	-0.2800423501447433
1106	64-65	-0.37451544976461904
1106	66-67	-0.24694324718206317
1106	68-69	-0.19369657705351884
1106	70-71	-0.29846519616665645
1106	72-73	-0.35910291038834785
1106	74-75	-0.38316711847257423
1106	76-77	-0.21306119489444342
1106	78-79	-0.2349956970905751
1106	80-81	-0.15083904649727842
1106	82-83	-0.11991622352999087
1106	84-85	-0.07555259572568929
1106	86-87	-0.10827589561705864
1106	88-89	-0.003808877310593317
1106	90-91	-0.015027609609155945
1106	92-93	-0.004750455296903766
1106	94-95	-0.04290536729215688
1106	96-97	-0.008449418051391433
1106	98-99	0.030138388917240633
1106	100-101	0.07567688643772286
1107	1	-0.38316026558112526
1107	2	-0.32494888203536476
1107	3	-0.3751595116089632
1107	4	-0.3132517669203736
1107	5	-0.27264905926168126
1107	6	-0.16551209777830422
1107	7	-0.17984477752585804
1107	8	-0.20712756684758915
1107	9	-0.15931366505086686
1107	10-11	-0.17531322553215745
1107	12-13	-0.12237007706707459
1107	14-15	-0.11022804606952263
1107	16-17	-0.13196452160488548
1107	18-19	-0.15919642095832387
1107	20-21	-0.19176794211229975
1107	22-23	-0.2725283952641391
1107	24-25	-0.2524033279278797
1107	26-27	-0.39751366549090505
1107	28-29	-0.4741910118118966
1107	30-31	-0.455693354379612
1107	32-33	-0.43829657992100834
1107	34-35	-0.4418894262957096
1107	36-37	-0.4384839506954563
1107	38-39	-0.3727199448500116
1107	40-41	-0.21918714492822744
1107	42-43	-0.23595001254120973
1107	44-45	-0.207093069672716
1107	46-47	-0.26265004208070764
1107	48-49	-0.29706710905610123
1107	50-51	-0.2919170197399765
1107	52-53	-0.2659737120176402
1107	54-55	-0.16393652502392086
1107	56-57	-0.2042668067207103
1107	58-59	-0.26935170166717626
1107	60-61	-0.3516961786248629
1107	62-63	-0.3531114217574789
1107	64-65	-0.3977546025331087
1107	66-67	-0.27667443614893017
1107	68-69	-0.1908810684160187
1107	70-71	-0.1113136098732106
1107	72-73	0.010435631175408133
1107	74-75	0.16470440638849482
1107	76-77	0.14717709049595484
1107	78-79	0.2000792888689915
1107	80-81	0.26339294050058726
1107	82-83	0.2851663020691788
1107	84-85	0.3209406142026374
1107	86-87	0.37813360325254664
1107	88-89	0.37838441181331106
1107	90-91	0.3304944940036876
1107	92-93	0.373853104047118
1107	94-95	0.38662529282046165
1107	96-97	0.5700083827836551
1107	98-99	0.5738538607354506
1107	100-101	0.4476141370005955
1108	1	-0.6996548103065052
1108	2	-0.6763251027546104
1108	3	-0.6257931125223166
1108	4	-0.5937184991924553
1108	5	-0.6263420762968082
1108	6	-0.6850175833622814
1108	7	-0.7229648335323802
1108	8	-0.726112132623193
1108	9	-0.778473031500333
1108	10-11	-0.723840157581435
1108	12-13	-0.7906448629408516
1108	14-15	-0.735865710674247
1108	16-17	-0.6919965781880677
1108	18-19	-0.6597948084989085
1108	20-21	-0.6479445360192884
1108	22-23	-0.5559551173380086
1108	24-25	-0.5716101184463582
1108	26-27	-0.7780335433922971
1108	28-29	-0.7707861287232731
1108	30-31	-0.763181142340855
1108	32-33	-0.7067355225738865
1108	34-35	-0.6868430761323339
1108	36-37	-0.5722444957246111
1108	38-39	-0.6090156454438826
1108	40-41	-0.7985655990987155
1108	42-43	-0.7471809603713595
1108	44-45	-0.6540500554463478
1108	46-47	-0.5473370909466979
1108	48-49	-0.48835385496901296
1108	50-51	-0.4763479238420629
1108	52-53	-0.5214265036225854
1108	54-55	-0.6491853394383824
1108	56-57	-0.5936737853569554
1108	58-59	-0.48725983103629744
1108	60-61	-0.46294631027573985
1108	62-63	-0.3321226718080226
1108	64-65	-0.4607404443304155
1108	66-67	-0.27366390959133824
1108	68-69	-0.3738587635445896
1108	70-71	-0.3373754344328823
1108	72-73	-0.3956373326184348
1108	74-75	-0.5429737987323797
1108	76-77	-0.4116340878050515
1108	78-79	-0.32717244264811285
1108	80-81	-0.18823360733806282
1108	82-83	-0.07479288784323046
1108	84-85	0.054965793568719334
1108	86-87	-0.01208040604537075
1108	88-89	0.06061190753643686
1108	90-91	0.08588332629989281
1108	92-93	0.14974477200217606
1108	94-95	0.13801529481062857
1108	96-97	-0.21513158963037782
1108	98-99	-0.026964975714140138
1108	100-101	-0.5022316805619127
1201	1	0.2707869989377656
1201	2	0.34231672192146334
1201	3	0.3029392323880131
1201	4	0.32979938676935205
1201	5	0.4308095881496712
1201	6	0.45579389293018835
1201	7	0.5168769718663029
1201	8	0.5216496136278295
1201	9	0.5648203967316618
1201	10-11	0.596848880754699
1201	12-13	0.6502751333646444
1201	14-15	0.6503815154747912
1201	16-17	0.6187274102474021
1201	18-19	0.6386258147150841
1201	20-21	0.3912450557468006
1201	22-23	0.3492365690727439
1201	24-25	0.3675641562976679
1201	26-27	0.37659810352310785
1201	28-29	0.3930952809557269
1201	30-31	0.4208186795161808
1201	32-33	0.4367187008827429
1201	34-35	0.4754109498805974
1201	36-37	0.45892639855110673
1201	38-39	0.5710264327338948
1201	40-41	0.7309841252913003
1201	42-43	0.7674361045678779
1201	44-45	0.6863235550960738
1201	46-47	0.5028846842682242
1201	48-49	0.44962489933536176
1201	50-51	0.550711023872573
1201	52-53	0.59732485091493
1201	54-55	0.7864067167531417
1201	56-57	0.5480483369343929
1201	58-59	0.615857079895548
1201	60-61	0.5743991331394724
1201	62-63	0.6002009930261067
1201	64-65	0.66988552979468
1201	66-67	0.7114565537901854
1201	68-69	0.7465546323669301
1201	70-71	0.9478375244387642
1201	72-73	1.1191079516031088
1201	74-75	1.1644275422517296
1201	76-77	1.0841477099626537
1201	78-79	1.0734548765135408
1201	80-81	1.0285031487403913
1201	82-83	0.9950851190685199
1201	84-85	1.018091233463359
1201	86-87	1.0733461966486288
1201	88-89	0.8098232857446739
1201	90-91	0.8583232489170598
1201	92-93	0.8144125862026854
1201	94-95	0.9693801067078311
1201	96-97	0.8470239620952071
1201	98-99	0.782185854281181
1201	100-101	0.9323799538331237
1202	1	0.2514394981610337
1202	2	0.3221147375070714
1202	3	0.3231212030756936
1202	4	0.3116028464048384
1202	5	0.2645958590854107
1202	6	0.16594439685217566
1202	7	0.05152806295698298
1202	8	0.11028389499637115
1202	9	0.22680905809522045
1202	10-11	0.1930702911628046
1202	12-13	0.16253747643843042
1202	14-15	0.1694190676037124
1202	16-17	0.12132465510930501
1202	18-19	0.06784066362006058
1202	20-21	0.19721479740319836
1202	22-23	0.3080496218929625
1202	24-25	0.41753010611650154
1202	26-27	0.6686919317326669
1202	28-29	0.6881482076735637
1202	30-31	0.7048098919338557
1202	32-33	0.6895790370882722
1202	34-35	0.6807418943357462
1202	36-37	0.6171573252558247
1202	38-39	0.4847790084368242
1202	40-41	0.2120879874547228
1202	42-43	0.07638321922811997
1202	44-45	0.13649303782128897
1202	46-47	0.2834399800795495
1202	48-49	0.26522520325211474
1202	50-51	0.37582936461307526
1202	52-53	0.37219657158074426
1202	54-55	0.2654950166105934
1202	56-57	0.3616145618804296
1202	58-59	0.5538549998839244
1202	60-61	0.5944385284032023
1202	62-63	0.8001817730218761
1202	64-65	0.835144984453013
1202	66-67	0.7924516966763377
1202	68-69	0.7261531564958688
1202	70-71	0.39665743403103093
1202	72-73	0.19967609762102256
1202	74-75	-0.0505000160699538
1202	76-77	-0.0771154997958412
1202	78-79	-0.08770662765349613
1202	80-81	-0.09856701547182922
1202	82-83	-0.02939640915254671
1202	84-85	-0.04858402356322955
1202	86-87	0.06055892802242724
1202	88-89	0.22808666886878015
1202	90-91	0.4770540123312017
1202	92-93	0.6688362499441176
1202	94-95	0.8299966747171013
1202	96-97	0.6586979168793832
1202	98-99	0.5801224337149584
1202	100-101	0.6840219024837211
1203	1	0.16515041772766637
1203	2	0.21812583795048113
1203	3	0.21372060725932585
1203	4	0.2106186565230317
1203	5	0.2804745824438797
1203	6	0.2481945266392458
1203	7	0.25251547162528
1203	8	0.2937157394908212
1203	9	0.23537558330205854
1203	10-11	0.2875646548864168
1203	12-13	0.30412339826772694
1203	14-15	0.3386112357810589
1203	16-17	0.34902313286788456
1203	18-19	0.3774324736744603
1203	20-21	0.3393964910255889
1203	22-23	0.305021222642857
1203	24-25	0.2840018948628682
1203	26-27	0.34004745634630495
1203	28-29	0.3647312931751685
1203	30-31	0.3506449872120001
1203	32-33	0.3400107130952392
1203	34-35	0.3247690099473033
1203	36-37	0.29448480674705735
1203	38-39	0.32937318392621506
1203	40-41	0.43160893692790125
1203	42-43	0.4005797143085488
1203	44-45	0.39743832546156455
1203	46-47	0.4371618751007986
1203	48-49	0.4048049176247446
1203	50-51	0.46281398573723465
1203	52-53	0.43854283634554747
1203	54-55	0.47111176717029224
1203	56-57	0.4347965681632644
1203	58-59	0.37275284076335424
1203	60-61	0.35538177097289747
1203	62-63	0.36428944947481057
1203	64-65	0.35973026775639383
1203	66-67	0.3312256181843658
1203	68-69	0.40619993711524316
1203	70-71	0.48402353922315555
1203	72-73	0.4689495095706917
1203	74-75	0.4482879191922251
1203	76-77	0.4952391515088834
1203	78-79	0.4883799929673387
1203	80-81	0.424700993294266
1203	82-83	0.4250888545825795
1203	84-85	0.44768182763635167
1203	86-87	0.3486347976939861
1203	88-89	0.4366886774285881
1203	90-91	0.23537981695232446
1203	92-93	0.1937939317335271
1203	94-95	0.3097535502109565
1203	96-97	0.16369264405970796
1203	98-99	0.09143739130032102
1203	100-101	0.17697344019443761
1204	1	0.13583073020168968
1204	2	0.15941565267464597
1204	3	0.15070275664989907
