##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR492407_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	45521342
Sequences flagged as poor quality	0
Sequence length	101
%GC	39
>>END_MODULE
>>Per base sequence quality	fail
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	52-53	0.33216934682900856
1105	54-55	0.35822507687912264
1105	56-57	0.17244141918412836
1105	58-59	0.056720331394323864
1105	60-61	-0.06806734621763155
1105	62-63	-0.09565542448174114
1105	64-65	-0.09719404581797164
1105	66-67	-0.024050794399801845
1105	68-69	-0.021731229993942947
1105	70-71	-0.07666098788083886
1105	72-73	-0.11505185287919772
1105	74-75	-0.1509710314258932
1105	76-77	0.03326043752515062
1105	78-79	0.22557063650210551
1105	80-81	0.2628002903554787
1105	82-83	0.31539935950772247
1105	84-85	0.40807774187955204
1105	86-87	0.4921743160764187
1105	88-89	0.2814580668383897
1105	90-91	0.33525409751584334
1105	92-93	0.109325338526304
1105	94-95	-0.03133123777918101
1105	96-97	-0.03249343222237755
1105	98-99	0.08789543771176156
1105	100-101	0.41923318810957255
1106	1	-0.18021674267957621
1106	2	-0.15560670516141073
1106	3	-0.2176124191203357
1106	4	-0.14399711090614886
1106	5	-0.19695617406834032
1106	6	-0.1864995565757468
1106	7	-0.21508018992175693
1106	8	-0.18214495911345807
1106	9	-0.18580398230952255
1106	10-11	-0.17440491845344042
1106	12-13	-0.16427466819646241
1106	14-15	-0.20967464684814985
1106	16-17	-0.22810525399082593
1106	18-19	-0.27605865079949155
1106	20-21	-0.3020741751498548
1106	22-23	-0.35729536328656053
1106	24-25	-0.35642544171614077
1106	26-27	-0.3463014763774481
1106	28-29	-0.33483746790660973
1106	30-31	-0.40411790926860647
1106	32-33	-0.36616579527606774
1106	34-35	-0.39504778019600906
1106	36-37	-0.5387611397678285
1106	38-39	-0.5270293695553647
1106	40-41	-0.4142553082942797
1106	42-43	-0.45526454483631085
1106	44-45	-0.5251092488168041
1106	46-47	-0.5006928085058355
1106	48-49	-0.5425317603766473
1106	50-51	-0.5402647195638117
1106	52-53	-0.4996888985578316
1106	54-55	-0.44517525442854833
1106	56-57	-0.514768712264857
1106	58-59	-0.5811040418178095
1106	60-61	-0.5843000846667579
1106	62-63	-0.42035922515105995
1106	64-65	-0.48333117309605456
1106	66-67	-0.3816193650129627
1106	68-69	-0.3481803405068611
1106	70-71	-0.5242624332190928
1106	72-73	-0.5995723023482071
1106	74-75	-0.643164601063237
1106	76-77	-0.7416299841372442
1106	78-79	-0.6142367388578513
1106	80-81	-0.7247086677210497
1106	82-83	-0.7643408989834093
1106	84-85	-0.7814793881550202
1106	86-87	-0.6848573653747643
1106	88-89	-0.8682759596001297
1106	90-91	-0.6841046338533943
1106	92-93	-0.7302143852154579
1106	94-95	-0.8533904686942968
1106	96-97	-0.7535429855307925
1106	98-99	-0.6983446961287996
1106	100-101	-0.44842004155459136
1107	1	-0.5683225773248708
1107	2	-0.6069749140392062
1107	3	-0.6407335502564919
1107	4	-0.5680107401898837
1107	5	-0.6727281371239471
1107	6	-0.7138248410688561
1107	7	-0.6622635457106796
1107	8	-0.6368147804222843
1107	9	-0.7463190880810728
1107	10-11	-0.5858386979456469
1107	12-13	-0.4318322656663085
1107	14-15	-0.4291863652891763
1107	16-17	-0.31052695423711896
1107	18-19	-0.3807623080869291
1107	20-21	-0.32292355877928003
1107	22-23	-0.38377818370585715
1107	24-25	-0.5045043386683403
1107	26-27	-0.6687509351839509
1107	28-29	-0.7165445679880094
1107	30-31	-0.7495188756568609
1107	32-33	-0.8987930481075637
1107	34-35	-0.8566871891258785
1107	36-37	-0.8927594826244274
1107	38-39	-0.9317764916602798
1107	40-41	-0.79023992042152
1107	42-43	-0.6733801549383713
1107	44-45	-0.7592692729576385
1107	46-47	-0.5404709311451725
1107	48-49	-0.5808227684851346
1107	50-51	-0.5881800407369049
1107	52-53	-0.531926407148692
1107	54-55	-0.5587307076475199
1107	56-57	-0.7329002618663125
1107	58-59	-0.7549949673854854
1107	60-61	-0.8188494578159151
1107	62-63	-0.689150353644969
1107	64-65	-0.7399067854713337
1107	66-67	-0.6815721436034501
1107	68-69	-0.6399112229098911
1107	70-71	-0.7992094868468946
1107	72-73	-0.873928836003067
1107	74-75	-0.8562076659394613
1107	76-77	-0.6143888867510015
1107	78-79	-0.42221900355713515
1107	80-81	-0.33897034426637873
1107	82-83	-0.355890478656697
1107	84-85	-0.31309078813356805
1107	86-87	-0.3812216898841143
1107	88-89	-0.4227162219210179
1107	90-91	-0.5764697545292492
1107	92-93	-0.6550492899210134
1107	94-95	-0.7500999614808741
1107	96-97	-0.5971385992119558
1107	98-99	-0.5907122666897919
1107	100-101	-0.49065009896813194
1108	1	-0.8600366615528543
1108	2	-0.8334893125021949
1108	3	-0.9588487004338759
1108	4	-0.7712526497600862
1108	5	-0.8748714594032023
1108	6	-0.9165519105321778
1108	7	-0.8518698993249387
1108	8	-0.7990532228865916
1108	9	-0.8522648377134203
1108	10-11	-0.8479608510423873
1108	12-13	-0.8815905363271455
1108	14-15	-0.8114617572077947
1108	16-17	-0.7939970975117916
1108	18-19	-0.7737328720616432
1108	20-21	-0.8182869282228395
1108	22-23	-0.9240876407624441
1108	24-25	-0.8627144783130376
1108	26-27	-1.0550853247779628
1108	28-29	-1.2795787051152843
1108	30-31	-1.4221150690431372
1108	32-33	-1.7387986543287255
1108	34-35	-1.7368717858919211
1108	36-37	-1.4107575646620134
1108	38-39	-1.3301053526566449
1108	40-41	-1.005298305871868
1108	42-43	-0.8152409655835839
1108	44-45	-0.8204603331891462
1108	46-47	-0.6771730452915747
1108	48-49	-0.6718383411254116
1108	50-51	-0.8536148012818678
1108	52-53	-1.0247969814521731
1108	54-55	-0.9135960785805253
1108	56-57	-0.8429488112617598
1108	58-59	-0.9213859138667715
1108	60-61	-0.951758177011218
1108	62-63	-0.8223777833569983
1108	64-65	-0.7609402183602576
1108	66-67	-0.637123897842578
1108	68-69	-0.6358619211122836
1108	70-71	-0.597800145865726
1108	72-73	-0.6901811284322008
1108	74-75	-0.6864002817875132
1108	76-77	-0.4550666147905744
1108	78-79	-0.313285057582398
1108	80-81	-0.3449621495603523
1108	82-83	-0.28996126599646743
1108	84-85	-0.26477422639274195
1108	86-87	-0.47419802061794414
1108	88-89	-0.4121824341442455
1108	90-91	-0.51209235279617
1108	92-93	-0.5671312256391232
1108	94-95	-0.8286673246137504
1108	96-97	-0.9279256405831298
1108	98-99	-0.9670613672110484
1108	100-101	-1.2763638908142418
1201	1	0.40875174922720703
1201	2	0.4726604283113929
1201	3	0.4507051988412556
1201	4	0.5253915642309082
1201	5	0.4690455880600908
1201	6	0.4438415992879641
1201	7	0.48932253990680863
1201	8	0.5649484479294031
1201	9	0.47407047073949116
1201	10-11	0.6259122930232053
1201	12-13	0.6860067662111788
1201	14-15	0.7093561655634062
1201	16-17	0.7848751992346052
1201	18-19	0.80522333738746
1201	20-21	0.8618433729572033
1201	22-23	0.9511883718569294
1201	24-25	0.7020034837628657
1201	26-27	0.751669113633568
1201	28-29	0.8360713070954162
1201	30-31	0.9217148317662236
1201	32-33	1.028324288911989
1201	34-35	1.0031196423433784
1201	36-37	0.9647577786170274
1201	38-39	0.9138845285117938
1201	40-41	0.9590029637807049
1201	42-43	0.9347467481858303
1201	44-45	0.9735647496994773
1201	46-47	1.0255246372777833
1201	48-49	1.0717596006905836
1201	50-51	1.1182388529176812
1201	52-53	1.1361899023403943
1201	54-55	1.1649813068449006
1201	56-57	0.8694153981035342
1201	58-59	0.8986103253498285
1201	60-61	0.877223666320738
1201	62-63	1.0595492567391318
1201	64-65	0.9422111834699045
1201	66-67	0.9729658338706422
1201	68-69	1.0195646058909453
1201	70-71	0.9349255834562129
1201	72-73	1.00095949278559
1201	74-75	0.9751463738903503
1201	76-77	1.071298183549061
1201	78-79	1.1427557184141222
1201	80-81	1.2620327818899426
1201	82-83	1.3092890924118805
1201	84-85	1.2920591447546457
1201	86-87	1.2029754845182374
1201	88-89	1.1349258292304434
1201	90-91	1.3137606198232206
1201	92-93	1.429291982182452
1201	94-95	1.6327205771229636
1201	96-97	1.9613287152425407
1201	98-99	1.9102192250928915
1201	100-101	1.9424315411424615
1202	1	0.640862206204929
1202	2	0.6554872047047056
1202	3	0.6904313539029303
1202	4	0.6534514622674621
1202	5	0.5815324412104417
1202	6	0.6054774748932203
1202	7	0.6380596017335733
1202	8	0.5981086047105393
1202	9	0.5741600105041513
1202	10-11	0.3980179617154249
1202	12-13	0.19845838934300986
1202	14-15	0.13408304532708115
1202	16-17	-0.08687413844205594
1202	18-19	0.06774367814375637
1202	20-21	0.06733571531209037
1202	22-23	0.04363868710230179
1202	24-25	0.26749372347870803
1202	26-27	0.8366512473096961
1202	28-29	0.8715791207757206
1202	30-31	1.0267319779322435
1202	32-33	1.167168426639364
1202	34-35	1.0951367941158026
1202	36-37	1.096335841887523
1202	38-39	0.9535262225062624
1202	40-41	0.76576817119183
1202	42-43	0.609253325623655
1202	44-45	0.5242731965969938
1202	46-47	0.02778746344088745
1202	48-49	-0.06796121642154418
1202	50-51	0.07566059808506864
1202	52-53	0.15057883573957653
1202	54-55	0.16634377304121273
1202	56-57	0.6231278741789268
1202	58-59	0.7111426263447669
1202	60-61	0.9481834618249465
1202	62-63	1.151998140521009
1202	64-65	1.092540797472843
1202	66-67	1.0228407075199115
1202	68-69	1.0992270409392297
1202	70-71	0.8988440152955128
1202	72-73	0.8130903184336233
1202	74-75	0.6630791011257386
1202	76-77	0.32726343910448463
1202	78-79	0.26882765907400596
1202	80-81	0.04729649221309984
1202	82-83	-0.012953679216813896
1202	84-85	-0.023079939427404383
1202	86-87	0.04169930046847625
1202	88-89	-0.005114344518627689
1202	90-91	0.4413344196860223
1202	92-93	0.8169897089197526
1202	94-95	0.9476380147395744
1202	96-97	1.3122832606702595
1202	98-99	1.2182744634962468
1202	100-101	1.1912764210992357
1203	1	0.3236785644196658
1203	2	0.3747346181041493
1203	3	0.3405138535388801
1203	4	0.40881478042877006
1203	5	0.39445336876405435
1203	6	0.4012677915911098
1203	7	0.39078809249821234
1203	8	0.35955032597073
1203	9	0.4521605683873702
1203	10-11	0.45569880672479
1203	12-13	0.5070432727077687
1203	14-15	0.5245084481940481
1203	16-17	0.5488636211056672
1203	18-19	0.6190146424176532
1203	20-21	0.5690567805555489
1203	22-23	0.5905834723380465
1203	24-25	0.5863260846270251
1203	26-27	0.5562645211437243
1203	28-29	0.5464627018399142
1203	30-31	0.5465343164798284
1203	32-33	0.5868143316978589
1203	34-35	0.5629051571257548
1203	36-37	0.5611321430487379
1203	38-39	0.5554924963587169
1203	40-41	0.5551103103531929
1203	42-43	0.5135597956532507
1203	44-45	0.44253252223585093
1203	46-47	0.3508528431970035
1203	48-49	0.3604036051030164
1203	50-51	0.45276313241427246
1203	52-53	0.4321891496463586
1203	54-55	0.4487269944308494
1203	56-57	0.573073007291093
1203	58-59	0.5433024365161536
1203	60-61	0.487595509933918
1203	62-63	0.4497062798967555
1203	64-65	0.45821345491389565
1203	66-67	0.4327760687428359
1203	68-69	0.5198087876856441
1203	70-71	0.45353949195812504
1203	72-73	0.5488855722013852
1203	74-75	0.5196663681069644
1203	76-77	0.46120802264831084
1203	78-79	0.5312929367706367
1203	80-81	0.4698915280974063
1203	82-83	0.42983489573931877
1203	84-85	0.42441630724889734
1203	86-87	0.2821259880961229
